OrderID,ProductID,SupplierName,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,QuantityOrdered,QuantityReceived,DefectQuantity,OrderStatus
ORD00782,PRD007,Stellar Packing Ltd,2026-04-21,2026-05-05,2026-05-05,250,250,0,Delivered
ORD00783,PRD013,Nexus Logistics,2026-06-07,2026-06-21,2026-06-19,100,100,0,Delivered
ORD00784,PRD004,Apex Component Ltd,2025-11-25,2025-11-28,2025-12-06,500,500,0,Delivered
ORD00785,PRD013,Stellar Packing Ltd,2026-03-02,2026-03-16,2026-03-16,250,250,0,Delivered
ORD00786,PRD006,Stellar Packing Ltd,2025-12-13,2025-12-27,2025-12-27,1000,1000,0,Delivered
ORD00787,PRD019,Prime Battery Corp,2025-11-24,2025-11-27,2025-11-27,1000,1000,0,Delivered
ORD00788,PRD016,Global Screen Supply,2025-10-20,2025-10-25,2025-10-25,250,250,0,Delivered
ORD00789,PRD010,Global Screen Supply,2025-10-20,2025-10-27,2025-10-27,50,50,0,Delivered
ORD00790,PRD003,Global Screen Supply,2026-07-07,2026-07-10,2026-07-10,1000,1000,71,Delivered
ORD00791,PRD008,Stellar Packing Ltd,2026-04-08,2026-04-13,2026-04-19,100,100,0,Delivered
ORD00792,PRD015,Apex Component Ltd,2026-01-21,2026-01-28,2026-01-28,250,250,0,Delivered
ORD00793,PRD005,Nexus Logistics,2025-11-14,2025-11-19,2025-11-19,250,250,0,Delivered
ORD00794,PRD004,Prime Battery Corp,2026-06-10,2026-06-24,2026-06-24,500,500,0,Delivered
ORD00795,PRD010,Global Screen Supply,2025-08-15,2025-08-29,2025-08-29,1000,1000,0,Delivered
ORD00796,PRD001,Nexus Logistics,2026-07-10,2026-07-15,2026-07-15,500,500,0,Delivered
ORD00797,PRD015,Apex Component Ltd,2025-11-13,2025-11-20,2025-11-20,1000,1000,34,Delivered
ORD00798,PRD003,Prime Battery Corp,2025-10-06,2025-10-11,2025-10-15,500,500,37,Delivered
ORD00799,PRD009,Prime Battery Corp,2026-05-26,2026-06-02,2026-06-02,100,100,0,Delivered
ORD00800,PRD010,Prime Battery Corp,2025-09-06,2025-09-13,2025-09-13,1000,1000,0,Delivered
